Name,Category,Location,Lat,Lon,Description,Municipality,Province,Tags,PhotoHint,Image_URL
Talubin Falls,Waterfall/Viewpoint/Romantic/Family/Relaxation,"Bontoc, Mountain Province",17.02986682,121.0152996,Hidden falls after the beautiful scenery of mountains and Rice Terraces.,Bontoc,Mountain Province,waterfall|viewpoint|romantic|family|relaxation,Talubin Falls Bontoc Mountain Province Philippines,
Lake Tufub,Nature Park/Tourist Attraction/Family/Relaxation,"Barlig, Mountain Province",17.05783294,121.0766586,A lake with fresh and cool mountain breeze at the top. A place to be one with nature.,Barlig,Mountain Province,nature park|tourist attraction|family|relaxation,Lake Tufub Barlig Mountain Province Philippines,
Mt. Amuyao,Adventure/Viewpoint/Romantic/Family/Relaxation,"Barlig, Mountain Province",17.0376303,121.1009689,"An 8,865-foot mountain carpeted in lush rainforest & rice terraces & hiking route.",Barlig,Mountain Province,adventure|viewpoint|romantic|family|relaxation,Mt. Amuyao Barlig Mountain Province Philippines,
Karanag Falls,Waterfall/Family/Relaxation,"Barlig, Mountain Province",17.08287711,121.1405397,A waterfall situated in a deep valley in Barlig with a deep pool formed at the base of the falls.,Barlig,Mountain Province,waterfall|family|relaxation,Karanag Falls Barlig Mountain Province Philippines,
Philippine Eagle's Statue,Tourist Attraction/Cultural Spot/Romantic/Family,"Barlig, Mountain Province",17.0760325,121.1789676,A picturesque detailed mighty eagle statue that looks mystical during a sunny weather.,Barlig,Mountain Province,tourist attraction|cultural spot|romantic|family,Philippine Eagle's Statue Barlig Mountain Province Philippines,
Mt. Daraitan,Adventure/Viewpoint/Romantic/Family/Relaxation,"Tanay, Rizal",14.6142172,121.4385451,Popular hiking destination known for its limestone formations and clear Agos River.,Tanay,Rizal,adventure|viewpoint|romantic|family|relaxation,Mt. Daraitan Tanay Rizal Philippines,
Mt. Binacayan,Adventure/Viewpoint/Romantic/Family/Relaxation,"Rodriguez, Rizal",14.72870133,121.1900241,Features jagged limestone and scenic views of the Sierra Madre and Wawa River.,Rodriguez,Rizal,adventure|viewpoint|romantic|family|relaxation,Mt. Binacayan Rodriguez Rizal Philippines,
Mt. Pamitinan,Adventure/Viewpoint/Romantic/Family/Relaxation,"Rodriguez, Rizal",14.73249232,121.1912823,Known for its historical cave and rock climbing opportunities.,Rodriguez,Rizal,adventure|viewpoint|romantic|family|relaxation,Mt. Pamitinan Rodriguez Rizal Philippines,
Mt. Hapunang Banoi,Adventure/Viewpoint/Romantic/Family/Relaxation,"Rodriguez, Rizal",14.7399816,121.1914104,"Highest peak in the Rodriguez trilogy, named after 'Eagle's feeding ground'.",Rodriguez,Rizal,adventure|viewpoint|romantic|family|relaxation,Mt. Hapunang Banoi Rodriguez Rizal Philippines,
Hinulugang Taktak,Waterfall/Tourist Attraction/Family/Relaxation,"Antipolo, Rizal",14.59476269,121.1677061,"Iconic waterfall in Antipolo, now a restored National Park and ecotourism site.",Antipolo,Rizal,waterfall|tourist attraction|family|relaxation,Hinulugang Taktak Antipolo Rizal Philippines,
Pinto Art Museum,Cultural Spot/Museum/Family,"Antipolo, Rizal",14.58094289,121.1640107,Contemporary art gallery with Mediterranean-style buildings and lush gardens.,Antipolo,Rizal,cultural spot|museum|family,Pinto Art Museum Antipolo Rizal Philippines,
Angono Petroglyphs,Cultural Spot/Tourist Attraction/Family,"Angono, Rizal",14.5331953,121.1864797,Humans & animals dating from the Neolithic period are carved into the walls of this rock shelter.,Angono,Rizal,cultural spot|tourist attraction|family,Angono Petroglyphs Angono Rizal Philippines,
Cloud 9 Antipolo,Viewpoint/Tourist Attraction/Romantic/Family/Relaxation,"Antipolo, Rizal",14.61399365,121.1544542,Famous for its 360-degree view of Metro Manila and a hanging bridge.,Antipolo,Rizal,viewpoint|tourist attraction|romantic|family|relaxation,Cloud 9 Antipolo Antipolo Rizal Philippines,
Daranak Falls,Waterfall/Tourist Attraction/Family/Relaxation,"Tanay, Rizal",14.544145,121.3110238,A stunning 14-meter waterfall surrounded by lush vegetation and natural pools.,Tanay,Rizal,waterfall|tourist attraction|family|relaxation,Daranak Falls Tanay Rizal Philippines,
Batlag Falls,Waterfall/Romantic/Family/Relaxation,"Tanay, Rizal",14.54662271,121.3097966,"Located just above Daranak Falls, offering a more serene and secluded atmosphere.",Tanay,Rizal,waterfall|romantic|family|relaxation,Batlag Falls Tanay Rizal Philippines,
Treasure Mountain,Viewpoint/Adventure/Romantic/Family/Relaxation,"Tanay, Rizal",14.60090834,121.3644352,Known for its easy-to-reach sea of clouds and rock formations.,Tanay,Rizal,viewpoint|adventure|romantic|family|relaxation,Treasure Mountain Tanay Rizal Philippines,
Mt. Kulis,Viewpoint/Adventure/Romantic/Family/Relaxation,"Tanay, Rizal",14.60842457,121.3669644,Features several photo spots like the 'Spider Web' and Noah's Ark.,Tanay,Rizal,viewpoint|adventure|romantic|family|relaxation,Mt. Kulis Tanay Rizal Philippines,
Pililla Wind Farm,Viewpoint/Nature Park/Romantic/Family/Relaxation,"Pililla, Rizal",14.49616048,121.3478276,Features 27 giant wind turbines overlooking Laguna de Bay.,Pililla,Rizal,viewpoint|nature park|romantic|family|relaxation,Pililla Wind Farm Pililla Rizal Philippines,
Calinawan Cave,Historical Site/Cave/Family/Relaxation,"Tanay, Rizal",14.54283876,121.3174056,A multi-level cave used by revolutionaries during the Spanish and Japanese periods.,Tanay,Rizal,historical site|cave|family|relaxation,Calinawan Cave Tanay Rizal Philippines,
Wawa Dam,Tourist Attraction/Nature Park/Family/Relaxation,"Rodriguez, Rizal",14.72809293,121.191829,A gravity dam situated at the foot of the Sierra Madre mountains.,Rodriguez,Rizal,tourist attraction|nature park|family|relaxation,Wawa Dam Rodriguez Rizal Philippines,
Regina RICA,Cultural Spot/Viewpoint/Romantic/Family/Relaxation,"Tanay, Rizal",14.53507025,121.3736533,Features a massive $71$-foot statue of the Virgin Mary and ecological trails.,Tanay,Rizal,cultural spot|viewpoint|romantic|family|relaxation,Regina RICA Tanay Rizal Philippines,
Mystical Cave,Cave/Tourist Attraction/Family/Relaxation,"Antipolo, Rizal",14.60498875,121.2080762,Known for its stalactite and stalagmite formations resembling religious images.,Antipolo,Rizal,cave|tourist attraction|family|relaxation,Mystical Cave Antipolo Rizal Philippines,
Mt. Makiling,Adventure/Cultural Spot/Family,"Los Baños, Laguna",14.13755296,121.1948731,A dormant volcano known for its diverse flora and fauna and legendary Maria Makiling.,Los Baños,Laguna,adventure|cultural spot|family,Mt. Makiling Los Baños Laguna Philippines,
Mt. Banahaw,Adventure/Viewpoint/Romantic/Family/Relaxation,"Majayjay, Laguna",14.10545485,121.4992528,A sacred mountain frequented by pilgrims and hikers,Majayjay,Laguna,adventure|viewpoint|romantic|family|relaxation,Mt. Banahaw Majayjay Laguna Philippines,
Hulugan Falls,Waterfall/Family/Relaxation,"Luisiana, Laguna",14.21112929,121.479726,A majestic 70-meter waterfall with a wide basin and dramatic cascades.,Luisiana,Laguna,waterfall|family|relaxation,Hulugan Falls Luisiana Laguna Philippines,
Aliw Falls,Waterfall/Family/Relaxation,"Luisiana, Laguna",14.21081859,121.4990168,"A multi-tiered waterfall known for its wide, curtain-like flow.",Luisiana,Laguna,waterfall|family|relaxation,Aliw Falls Luisiana Laguna Philippines,
Talay Falls,Waterfall/Family/Relaxation,"Luisiana, Laguna",14.2104757,121.4839277,A hidden waterfall located upstream from Hulugan Falls.,Luisiana,Laguna,waterfall|family|relaxation,Talay Falls Luisiana Laguna Philippines,
Taytay Falls,Waterfall/Family/Relaxation,"Majayjay, Laguna",14.11521538,121.5032314,"Also known as Majayjay Falls, known for its freezing cold, crystal-clear mountain water.",Majayjay,Laguna,waterfall|family|relaxation,Taytay Falls Majayjay Laguna Philippines,
Nagcarlan Underground Cemetery,Cultural Spot/Historical Site/Family,"Nagcarlan, Laguna",14.13127254,121.4151046,"The only underground cemetery in the Philippines, used as a hideout during the revolution.",Nagcarlan,Laguna,cultural spot|historical site|family,Nagcarlan Underground Cemetery Nagcarlan Laguna Philippines,
Rizal Shrine,Cultural Spot/Historical Site/Family,"Calamba, Laguna",14.21376179,121.1666996,A replica of the original house where the national hero Jose Rizal was born.,Calamba,Laguna,cultural spot|historical site|family,Rizal Shrine Calamba Laguna Philippines,
Bato Springs,Nature Park/Family/Relaxation,"San Pablo, Laguna",14.02738146,121.3881345,A refreshing resort featuring natural springs and cold water pools.,San Pablo,Laguna,nature park|family|relaxation,Bato Springs San Pablo Laguna Philippines,
Cavinti Underground River and Caves,Cave/Adventure/Family/Relaxation,"Cavinti, Laguna",14.28103813,121.6349061,Offers a unique spelunking experience through underground waterways.,Cavinti,Laguna,cave|adventure|family|relaxation,Cavinti Underground River and Caves Cavinti Laguna Philippines,
Japanese Garden,Cultural Spot/Historical Site/Family,"Cavinti, Laguna",14.28372704,121.5106032,A memorial park built to honor Japanese soldiers who died during WWII.,Cavinti,Laguna,cultural spot|historical site|family,Japanese Garden Cavinti Laguna Philippines,
Seven Lakes of San Pablo,Nature Park/Family/Relaxation,"San Pablo, Laguna",14.06741514,121.33359,"A group of crater lakes formed by volcanic activity, perfect for relaxation.",San Pablo,Laguna,nature park|family|relaxation,Seven Lakes of San Pablo San Pablo Laguna Philippines,
Pandin Lake,Nature Park/Tourist Attraction/Family/Relaxation,"San Pablo, Laguna",14.11408377,121.3662782,"The most pristine of the seven lakes, known for its bamboo raft tours.",San Pablo,Laguna,nature park|tourist attraction|family|relaxation,Pandin Lake San Pablo Laguna Philippines,
Mount Romelo,Adventure/Viewpoint/Romantic/Family/Relaxation,"Siniloan, Laguna",14.45667507,121.4789522,Famous for being a gateway to several stunning waterfalls like Buruwisan.,Siniloan,Laguna,adventure|viewpoint|romantic|family|relaxation,Mount Romelo Siniloan Laguna Philippines,
Buruwisan Falls,Waterfall/Nature Park/Family/Relaxation,"Siniloan, Laguna",14.45674776,121.4889192,A popular campsite and waterfall located within the Sierra Madre range.,Siniloan,Laguna,waterfall|nature park|family|relaxation,Buruwisan Falls Siniloan Laguna Philippines,
Dampalit Falls,Waterfall/Family/Relaxation,"Los Baños, Laguna",14.16206512,121.2144334,"A refreshing waterfall near UPLB, perfect for a quick dip.",Los Baños,Laguna,waterfall|family|relaxation,Dampalit Falls Los Baños Laguna Philippines,
Hidden Valley Springs,Nature Park/Family/Relaxation,"Calauan, Laguna",14.0977957,121.2580785,A secluded tropical forest resort with natural volcanic spring pools.,Calauan,Laguna,nature park|family|relaxation,Hidden Valley Springs Calauan Laguna Philippines,
Mt. Banahaw,Adventure/Viewpoint/Romantic/Family/Relaxation,,14.06860515,121.4685142,The main entry point for pilgrims visiting the sacred mountain.,,,adventure|viewpoint|romantic|family|relaxation,Mt. Banahaw Philippines,
Kamay ni Hesus,Cultural Spot/Tourist Attraction/Family,"Lucban, Quezon",14.10155553,121.5729748,A popular pilgrimage site featuring a huge statue of Christ and a healing chapel.,Lucban,Quezon,cultural spot|tourist attraction|family,Kamay ni Hesus Lucban Quezon Philippines,
Cagbalete Island,Island/Beach/Romantic/Family/Relaxation,"Mauban, Quezon",14.284742,121.8274798,Famous for its wide sandbars and turquoise waters during low tide.,Mauban,Quezon,island|beach|romantic|family|relaxation,Cagbalete Island Mauban Quezon Philippines,
Jomalig Island,Island/Beach/Romantic/Family/Relaxation,"Jomalig, Quezon",14.69549655,122.3495468,Remote island known for its golden sand and 'Lingayen' beach.,Jomalig,Quezon,island|beach|romantic|family|relaxation,Jomalig Island Jomalig Quezon Philippines,
Borawan Beach,Beach/Romantic/Family/Relaxation,"Padre Burgos, Quezon",13.89945657,121.8014663,"Named after its resemblance to Boracay and Palawan, with white sand and limestone cliffs.",Padre Burgos,Quezon,beach|romantic|family|relaxation,Borawan Beach Padre Burgos Quezon Philippines,
Dampalitan Beach,Beach/Romantic/Family/Relaxation,"Dampalitan, Quezon",13.8922399,121.825203,"A quiet beach near Borawan, known for its relaxing atmosphere and pine trees.",Dampalitan,Quezon,beach|romantic|family|relaxation,Dampalitan Beach Dampalitan Quezon Philippines,
Puting Buhangin,Beach/Tourist Attraction/Romantic/Family/Relaxation,"San Juan, Batangas",13.77605436,121.4175981,Features a small cave and a pristine white sand beach.,San Juan,Batangas,beach|tourist attraction|romantic|family|relaxation,Puting Buhangin San Juan Batangas Philippines,
Malagunlong Bridge,Historical Site/Cultural Spot/Family/Relaxation,"Tayabas, Quezon",14.01303721,121.6169035,One of the oldest Spanish-era stone bridges in the province.,Tayabas,Quezon,historical site|cultural spot|family|relaxation,Malagunlong Bridge Tayabas Quezon Philippines,
Real Surf,Beach/Adventure/Romantic/Family/Relaxation,"Real, Quezon",14.5226999,121.6236327,A popular weekend destination for surfers near Metro Manila.,Real,Quezon,beach|adventure|romantic|family|relaxation,Real Surf Real Quezon Philippines,
Balagbag Falls,Waterfall/Family/Relaxation,"Real, Quezon",14.5454739,121.623381,A multi-level waterfall with clear mountain water and wide pools.,Real,Quezon,waterfall|family|relaxation,Balagbag Falls Real Quezon Philippines,
Nonok Falls,Waterfall/Family/Relaxation,"Real, Quezon",14.53393758,121.622708,A high waterfall located near Balagbag Falls.,Real,Quezon,waterfall|family|relaxation,Nonok Falls Real Quezon Philippines,
Mount Cristobal,Adventure/Viewpoint/Romantic/Family/Relaxation,"Dolores, Quezon",14.06527146,121.4112406,Often called the 'Devil's Mountain' as the eerie counterpart to Mt. Banahaw.,Dolores,Quezon,adventure|viewpoint|romantic|family|relaxation,Mount Cristobal Dolores Quezon Philippines,
Sariaya Beach,Beach/Romantic/Family/Relaxation,"Sariaya, Quezon",13.89191539,121.5661766,A beach with a beautiful scenery with clean and crystal clear water.,Sariaya,Quezon,beach|romantic|family|relaxation,Sariaya Beach Sariaya Quezon Philippines,
Alibijaban Island,Island/Beach/Romantic/Family/Relaxation,"San Andres, Quezon",13.34882365,122.71877,A remote island with lush mangroves and white sand beaches.,San Andres,Quezon,island|beach|romantic|family|relaxation,Alibijaban Island San Andres Quezon Philippines,
Kwebang Lampas,Beach/Cave/Romantic/Family/Relaxation,"Pagbilao, Quezon",13.96222984,121.7060044,A popular destination featuring a cave that leads directly to the beach.,Pagbilao,Quezon,beach|cave|romantic|family|relaxation,Kwebang Lampas Pagbilao Quezon Philippines,
Mount Camagon,Adventure/Viewpoint/Romantic/Family/Relaxation,"Alabat, Quezon",14.14250923,122.0211502,Offers a scenic view of the coastal town of Quezon on Alabat Island.,Alabat,Quezon,adventure|viewpoint|romantic|family|relaxation,Mount Camagon Alabat Quezon Philippines,
Ditumabo Mother Falls,Waterfall/Family/Relaxation/Adventure,"San Luis, Aurora",15.67513317,121.4771337,"A massive 140-foot waterfall with a wide, cold basin, serving as the main water source for the town of Baler.",San Luis,Aurora,waterfall|family|relaxation|adventure,Ditumabo Mother Falls San Luis Aurora Philippines,
Diguisit Falls,Waterfall/Family/Relaxation,"Baler, Aurora",15.76001744,121.6006502,"A series of small cascades located along the rocky coast of Baler, offering a refreshing freshwater stop near the ocean.",Baler,Aurora,waterfall|family|relaxation,Diguisit Falls Baler Aurora Philippines,
Ermita Hill,Cultural Spot/Viewpoint/Romantic/Family/Relaxation,"Baler, Aurora",15.75346818,121.5819061,"A historical hill that served as a refuge during the 1735 ""Tromba Marina"" (tidal wave) that wiped out the town of Baler.",Baler,Aurora,cultural spot|viewpoint|romantic|family|relaxation,Ermita Hill Baler Aurora Philippines,
Museo de Baler,Museum/Cultural Spot/Family,"Baler, Aurora",15.76043022,121.5617066,"A museum housing artifacts related to the Siege of Baler, ethnic groups of Aurora, and the history of the Quezon family.",Baler,Aurora,museum|cultural spot|family,Museo de Baler Baler Aurora Philippines,
Dona Aurora Quezon House,Cultural Spot/Historical Site/Family,"Baler, Aurora",15.75867499,121.5625585,"A replica of the birthplace of the former First Lady Aurora Quezon, showcasing traditional architecture and family memorabilia.",Baler,Aurora,cultural spot|historical site|family,Dona Aurora Quezon House Baler Aurora Philippines,
Millennium Tree,Nature Park/Tourist Attraction/Family/Relaxation,"Maria Aurora, Aurora",15.76985439,121.4769395,A 600-year-old balete tree so large that people can walk through its roots; it is considered one of the largest in Asia.,Maria Aurora,Aurora,nature park|tourist attraction|family|relaxation,Millennium Tree Maria Aurora Aurora Philippines,
Zabali Peak,Adventure/Viewpoint/Romantic/Family/Relaxation,"Baler, Aurora",15.74694183,121.5887638,A scenic mountain trail in Baler offering a panoramic view of the Baler Bay and the surrounding Pacific coastline.,Baler,Aurora,adventure|viewpoint|romantic|family|relaxation,Zabali Peak Baler Aurora Philippines,
Mt. Udok,Adventure/Viewpoint/Romantic/Family/Relaxation,"Maria Aurora, Aurora",15.82337666,121.3900554,"A challenging peak for seasoned hikers, featuring dense rainforests and serving as a vital watershed for the province.",Maria Aurora,Aurora,adventure|viewpoint|romantic|family|relaxation,Mt. Udok Maria Aurora Aurora Philippines,
Ampere Beach,Nature Park/Beach/Romantic/Family/Relaxation,"Dipaculao, Aurora",15.90232905,121.5592087,"Known for its smooth, dark stones and the dramatic ""Tromba Marina"" waves that crash against its rocky shores.",Dipaculao,Aurora,nature park|beach|romantic|family|relaxation,Ampere Beach Dipaculao Aurora Philippines,
Dinadiawan Beach,Beach/Romantic/Family/Relaxation,"Dipaculao, Aurora",16.07637878,121.7548037,"A pristine stretch of white sand beach with a lush mountain backdrop, offering a tranquil and less commercialized atmosphere.",Dipaculao,Aurora,beach|romantic|family|relaxation,Dinadiawan Beach Dipaculao Aurora Philippines,
Bulawan Falls,Waterfall/Family/Relaxation,"Dinalungan, Aurora",16.19617182,121.940661,"A remote and majestic waterfall with multiple tiers, tucked deep within the virgin forests of Northern Aurora.",Dinalungan,Aurora,waterfall|family|relaxation,Bulawan Falls Dinalungan Aurora Philippines,
Casapsapan Beach,Beach/Romantic/Family/Relaxation,"Casiguran, Aurora",16.29141199,122.1908933,"A hidden beach paradise with powdery sand and calm waters, perfect for swimming and camping away from the crowds.",Casiguran,Aurora,beach|romantic|family|relaxation,Casapsapan Beach Casiguran Aurora Philippines,
Dalugan Bay,Beach/Nature Park/Romantic/Family/Relaxation,"Casiguran, Aurora",16.11542211,122.0668367,A protected bay area known for its rich marine biodiversity and scenic views of the Sierra Madre mountain range.,Casiguran,Aurora,beach|nature park|romantic|family|relaxation,Dalugan Bay Casiguran Aurora Philippines,
Canawer Beach,Beach/Romantic/Family/Relaxation,"Dilasag, Aurora",16.34279052,122.198267,"The northernmost beach in Aurora, offering vast stretches of untouched white sand and clear, unpolluted waters.",Dilasag,Aurora,beach|romantic|family|relaxation,Canawer Beach Dilasag Aurora Philippines,
Singep Falls,Waterfall/Family/Relaxation,"Dilasag, Aurora",16.43448227,122.1690761,"A hidden waterfall in the highlands of Dilasag, known for its cold mountain water and peaceful forest setting.",Dilasag,Aurora,waterfall|family|relaxation,Singep Falls Dilasag Aurora Philippines,
Canili-Diayo Dam,Viewpoint/Romantic/Relaxation,"Maria Aurora, Aurora",15.7883821,121.3137281,"A massive dam complex bordering Nueva Ecija and Aurora, offering scenic views and regulating water for the region's farms.",Maria Aurora,Aurora,viewpoint|romantic|relaxation,Canili-Diayo Dam Maria Aurora Aurora Philippines,
Dicasalarin Cove,Beach/Romantic/Family/Relaxation,"Baler, Aurora",15.74438575,121.634109,"Privately owned beach in a quiet bay framed by rugged headland, with walks to a nearby lighthouse.",Baler,Aurora,beach|romantic|family|relaxation,Dicasalarin Cove Baler Aurora Philippines,
Diguisit Beach,Beach/Romantic/Family/Relaxation,"Baler, Aurora",15.75854672,121.6183716,"Popular for picture-taking, this picturesque coral beach features pebbly sand & unique boulders.",Baler,Aurora,beach|romantic|family|relaxation,Diguisit Beach Baler Aurora Philippines,
Ubot Falls,Waterfall/Tourist Attraction/Family/Relaxation,"Maria Aurora, Aurora",15.70072283,121.3301209,One of the most beautiful waterfalls in the Philippines. The water comes from a hole in the ceiling of the cave and crashes down about 40-50 feet. The pool is thigh deep so it's perfect for a shockingly cold dip.,Maria Aurora,Aurora,waterfall|tourist attraction|family|relaxation,Ubot Falls Maria Aurora Aurora Philippines,
Baul Falls,Waterfall/Family/Relaxation,"Dipaculao, Aurora",16.08949085,121.711167,"A smaller, secluded waterfall frequented by locals, offering a quiet and natural swimming experience.",Dipaculao,Aurora,waterfall|family|relaxation,Baul Falls Dipaculao Aurora Philippines,
Sabang Beach Surf Point,Beach/Tourist Attraction/Romantic/Family/Relaxation,"Baler, Aurora",15.76286606,121.5686734,"The primary surfing destination in Baler, known for its consistent waves and numerous surfing schools.",Baler,Aurora,beach|tourist attraction|romantic|family|relaxation,Sabang Beach Surf Point Baler Aurora Philippines,
Cemento Beach,Beach/Romantic/Family/Relaxation,"Baler, Aurora",15.75395295,121.5855015,"A rocky beach known for the ""Cobra Reef,"" which produces high-quality waves for professional surfers.",Baler,Aurora,beach|romantic|family|relaxation,Cemento Beach Baler Aurora Philippines,
Mt. Pinagbanderahan,Historical Site/Viewpoint/Romantic/Family/Relaxation,"Atimonan, Quezon",13.99918735,121.8123283,A historic peak within the Quezon National Forest Park where the Philippine flag was raised during World War II.,Atimonan,Quezon,historical site|viewpoint|romantic|family|relaxation,Mt. Pinagbanderahan Atimonan Quezon Philippines,
Bantakay Falls,Waterfall/Romantic/Family/Relaxation,"Atimonan, Quezon",14.02973673,121.7891483,"A secluded waterfall tucked inside a cave-like rock formation, accessible via a scenic trek through the forest.",Atimonan,Quezon,waterfall|romantic|family|relaxation,Bantakay Falls Atimonan Quezon Philippines,
Quezon National Forest Park,Nature Park/Viewpoint/Romantic/Family/Relaxation,"Atimonan, Quezon",13.98971408,121.8164697,"A 983-hectare protected area known for its ""Bitukang Manok"" zigzag road and diverse tropical flora.",Atimonan,Quezon,nature park|viewpoint|romantic|family|relaxation,Quezon National Forest Park Atimonan Quezon Philippines,
Tikub Lake,Nature Park/Romantic/Family/Relaxation,"Tiaong, Quezon",13.96585928,121.3051056,"A nearly circular crater lake surrounded by lush vegetation, offering a tranquil environment for fishing and bird watching.",Tiaong,Quezon,nature park|romantic|family|relaxation,Tikub Lake Tiaong Quezon Philippines,
Kutang San Diego,Historical Site/Family/Relaxation,"Gumaca, Quezon",13.9230653,122.1002942,A Spanish-era stone fortress built in the late 18th century to defend the town against pirate raids.,Gumaca,Quezon,historical site|family|relaxation,Kutang San Diego Gumaca Quezon Philippines,
Pulong Pasig,Island/Beach/Romantic/Family/Relaxation,"Calauag, Quezon",14.16155647,122.1563216,"A pristine island featuring a long sandbar and clear waters, located within the expansive Calauag Bay.",Calauag,Quezon,island|beach|romantic|family|relaxation,Pulong Pasig Calauag Quezon Philippines,
Minasawa Island,Island/Romantic/Family/Relaxation,"Burdeos, Quezon",14.75432815,122.1585451,A small island sanctuary known for its migratory bird population and beautiful coral reefs.,Burdeos,Quezon,island|romantic|family|relaxation,Minasawa Island Burdeos Quezon Philippines,
Tipuan Falls,Waterfall/Family/Relaxation,"Real, Quezon",14.51783858,121.5573983,"Tipuan Falls is one of the best destinations in the province of Quezon. Tipuan Falls boasts its postcard-caliber beauty, clear, and cold water, as well as the lush greenery mountain.",Real,Quezon,waterfall|family|relaxation,Tipuan Falls Real Quezon Philippines,
Kakawayan Falls,Waterfall/Family/Relaxation,"Infanta, Quezon",14.64259737,121.5379393,"A hidden gem in the forests of Infanta, offering a secluded and natural swimming basin for hikers.",Infanta,Quezon,waterfall|family|relaxation,Kakawayan Falls Infanta Quezon Philippines,
Malicboy Falls,Waterfall/Family/Relaxation,"Pagbilao, Quezon",13.9795129,121.7995882,"A refreshing waterfall located near the Old Zigzag Road, popular as a pitstop for travelers.",Pagbilao,Quezon,waterfall|family|relaxation,Malicboy Falls Pagbilao Quezon Philippines,
Hagdan-hagdan Falls,Waterfall/Family/Relaxation,"Mauban, Quezon",14.11628868,121.6935654,A unique staircase-like waterfall system located within the protected forest area of Atimonan.,Mauban,Quezon,waterfall|family|relaxation,Hagdan-hagdan Falls Mauban Quezon Philippines,
Villa Sariaya Heritage House,Historical Site/Family/Relaxation,"Sariaya, Quezon",13.96311565,121.5250322,A well-preserved ancestral mansion showcasing early 20th-century Filipino-Spanish architecture and lifestyle.,Sariaya,Quezon,historical site|family|relaxation,Villa Sariaya Heritage House Sariaya Quezon Philippines,
Gala-Rodriguez Ancestral House,Historical Site/Romantic/Family,"Sariaya, Quezon",13.96213694,121.5247639,"An iconic Art Deco-style mansion in Sariaya, famous for its historical significance and elegant interiors.",Sariaya,Quezon,historical site|romantic|family,Gala-Rodriguez Ancestral House Sariaya Quezon Philippines,
Natalio Enriquez House,Historical Site/Family,"Sariaya, Quezon",13.96347489,121.5244565,"A heritage house designed by Andres Luna de San Pedro, known for its classic European-inspired architecture.",Sariaya,Quezon,historical site|family,Natalio Enriquez House Sariaya Quezon Philippines,
Calauag Bay,Beach/Romantic/Family/Relaxation,"Calauag, Quezon",14.03357093,122.2231709,"A vast bay known for its calm waters, fishing communities, and scenic boat tours to nearby islets.",Calauag,Quezon,beach|romantic|family|relaxation,Calauag Bay Calauag Quezon Philippines,
Guinayangan Mangrove Park,Viewpoint/Tourist Attraction/Romantic/Family/Relaxation,"Guinayangan, Quezon",13.91033088,122.4445736,A conservation area featuring extensive mangrove forests and a boardwalk for eco-tourism and bird watching.,Guinayangan,Quezon,viewpoint|tourist attraction|romantic|family|relaxation,Guinayangan Mangrove Park Guinayangan Quezon Philippines,
Kinabuhayan Village,Cultural Spot/Family,"Dolores, Quezon",14.04820777,121.4445443,"A spiritual village at the foot of Mt. Banahaw, known for its natural springs believed to have healing properties.",Dolores,Quezon,cultural spot|family,Kinabuhayan Village Dolores Quezon Philippines,
Kinabuhayan Cave,Cave/Tourist Attraction/Family/Relaxation,"Dolores, Quezon",14.04036902,121.4472103,A quick trekking trail near the national road on which you can visit the Kinabuhayan Campsite and Yapak ni Hesus.,Dolores,Quezon,cave|tourist attraction|family|relaxation,Kinabuhayan Cave Dolores Quezon Philippines,
Mt. Malepunyo,Adventure/Viewpoint/Romantic/Family/Relaxation,"San Pablo, Laguna",13.96928393,121.2486712,"A mountain range shared with Laguna and Batangas, offering lush trails and views of the Southern Luzon plains.",San Pablo,Laguna,adventure|viewpoint|romantic|family|relaxation,Mt. Malepunyo San Pablo Laguna Philippines,
Polillo Island Bird Sanctuary,Nature Park/Island/Romantic/Family/Relaxation,"Polillo, Quezon",14.53106687,122.0392692,A protected area on Polillo Island dedicated to the conservation of endemic bird species and their tropical habitats.,Polillo,Quezon,nature park|island|romantic|family|relaxation,Polillo Island Bird Sanctuary Polillo Quezon Philippines,
"San Luis Obispo Parish Church - IV, Baler, Aurora (Prelature of Infanta)",Historical Site/Family/Relaxation,"Baler, Aurora",15.75947269,121.5625325,"Also known as San Luis Obispo de Tolosa Parish, it is the historic site of the ""Siege of Baler"" (1898-1899), where the last Spanish garrison refused to surrender for 337 days.",Baler,Aurora,historical site|family|relaxation,"San Luis Obispo Parish Church - IV, Baler, Aurora (Prelature of Infanta) Baler Aurora Philippines",
Lt. Gilmore Marker,Historical Site/Family,"Baler, Aurora",15.75911543,121.5626624,A historical marker commemorating the rescue attempt by US Navy Lieutenant James Gilmore and his men during the Philippine-American War in 1899.,Baler,Aurora,historical site|family,Lt. Gilmore Marker Baler Aurora Philippines,
Quezon Memorial Park,Cultural Spot/Family,"Baler, Aurora",15.76003418,121.5617676,"A town plaza and park dedicated to the memory of President Manuel L. Quezon, serving as the central hub for local festivities and cultural gatherings.",Baler,Aurora,cultural spot|family,Quezon Memorial Park Baler Aurora Philippines,
Baler 400 Years Monument,Historical Site/Family,"Baler, Aurora",15.75961462,121.5625999,"A commemorative monument built to celebrate the 400th anniversary of the town's founding, symbolizing the resilience and history of the people of Baler.",Baler,Aurora,historical site|family,Baler 400 Years Monument Baler Aurora Philippines,
